channel,spend,revenue,impressions,clicks,conversions,ctr,roas
Twitter,1828,9537.68,416509,26727,3819,6.42,5.22
Email,3758,10434.95,289725,12764,4237,4.41,2.78
Instagram,2292,5713.58,405204,1926,540,0.48,2.49
YouTube,4732,10619.03,454522,31228,2305,6.87,2.24
Meta,3120,17824.77,349939,34654,4676,9.9,5.71
TikTok,2291,11815.13,464255,30312,1488,6.53,5.16
Snapchat,839,4089.65,117949,20483,4597,17.37,4.87
Snapchat,1539,3708.46,406510,18292,3351,4.5,2.41
TikTok,2193,8995.48,466695,16717,2806,3.58,4.1
Snapchat,2905,10536.06,259031,35089,114,13.55,3.63
Twitter,1812,6746.22,307441,35978,1205,11.7,3.72
Pinterest,1165,6089.93,376722,9819,2219,2.61,5.23
Meta,4413,21227.56,319140,3145,864,0.99,4.81
TikTok,3226,18325.43,89179,5878,3168,6.59,5.68
Pinterest,3619,11519.94,499330,23552,4648,4.72,3.18
Pinterest,2725,7670.41,430577,41785,4661,9.7,2.81
LinkedIn,1506,6383.54,289316,9604,4301,3.32,4.24
Email,3413,15074.79,204884,27035,1946,13.2,4.42
Twitter,2978,12267.72,392657,20021,113,5.1,4.12
Instagram,3182,17255.83,464256,6446,1283,1.39,5.42
Meta,3982,11211.29,273993,30095,1760,10.98,2.82
Pinterest,2166,6423.32,279870,45108,2549,16.12,2.97
Instagram,2783,9217.11,72019,3797,3905,5.27,3.31
Email,2786,5843.0,48008,34351,2441,71.55,2.1
Pinterest,2171,9638.49,384724,16135,2359,4.19,4.44
Snapchat,4606,10735.65,472213,5396,820,1.14,2.33
Email,2943,15516.08,282740,10565,2474,3.74,5.27
Google,3636,16991.28,88982,27190,931,30.56,4.67
LinkedIn,827,4702.87,470568,39517,2621,8.4,5.69
Meta,1765,6762.06,496429,47062,4444,9.48,3.83
TikTok,2487,14585.64,434482,12582,2646,2.9,5.86
Instagram,3986,15328.97,210449,13762,857,6.54,3.85
Email,3313,18326.03,172485,7719,2537,4.48,5.53
Instagram,3118,17214.89,122893,16757,1643,13.64,5.52
Meta,3008,11955.69,374226,24285,2698,6.49,3.97
Email,592,1234.44,52752,26682,3143,50.58,2.09
Twitter,2630,14945.79,23697,15445,3399,65.18,5.68
Email,3189,17942.57,229477,28008,4083,12.21,5.63
Pinterest,4555,21144.86,425785,38308,4908,9.0,4.64
Snapchat,4145,9606.5,293358,36637,672,12.49,2.32
TikTok,1197,4360.11,369150,28925,2993,7.84,3.64
Instagram,2204,4650.64,472981,10346,331,2.19,2.11
Twitter,1187,6860.42,28555,41550,1650,145.51,5.78
Snapchat,2125,9950.95,251093,10148,3016,4.04,4.68
LinkedIn,2073,4163.07,443031,35041,4761,7.91,2.01
Email,3109,15176.58,226133,14287,466,6.32,4.88
Email,2412,14348.61,65531,11795,2563,18.0,5.95
YouTube,2138,11489.4,310936,35623,2626,11.46,5.37
Meta,3317,8486.42,384710,3685,3121,0.96,2.56
TikTok,4090,19771.75,13889,17185,2110,123.73,4.83
LinkedIn,1242,2561.81,205921,48120,2907,23.37,2.06
Pinterest,1520,8341.68,411874,4574,4846,1.11,5.49
TikTok,837,4444.53,124069,28622,2644,23.07,5.31
LinkedIn,4608,17493.66,104177,13094,3325,12.57,3.8
Google,4397,20223.2,20779,25794,3286,124.13,4.6
Google,4839,21370.74,180676,44339,2385,24.54,4.42
Snapchat,2162,9515.5,337954,45251,3822,13.39,4.4
Instagram,4549,12521.41,111199,40426,2452,36.35,2.75
YouTube,3880,20752.0,161542,2737,3763,1.69,5.35
Pinterest,2110,12172.52,245426,1985,4417,0.81,5.77
Google,4256,13003.81,105699,7051,3645,6.67,3.06
Instagram,3914,16008.93,286773,1957,2215,0.68,4.09
Google,3146,15651.05,37822,19348,3508,51.16,4.97
Pinterest,4358,16936.08,420007,7781,3251,1.85,3.89
TikTok,1758,9629.42,46550,25847,1840,55.53,5.48
Meta,3238,9563.47,91412,38507,4690,42.12,2.95
TikTok,4899,16546.12,104012,16224,1933,15.6,3.38
YouTube,3564,16753.25,497143,9239,3502,1.86,4.7
Snapchat,4147,10127.32,441994,26894,3782,6.08,2.44
Pinterest,4451,17651.59,312922,32261,2047,10.31,3.97
Google,814,2169.8,274247,7942,4437,2.9,2.67
LinkedIn,3081,9934.45,124427,39809,1547,31.99,3.22
Snapchat,2797,7277.63,172543,13017,1886,7.54,2.6
Google,1476,5712.8,495378,39206,1730,7.91,3.87
Pinterest,4904,13425.54,321880,13632,2229,4.24,2.74
Google,761,1815.51,93211,6209,2241,6.66,2.39
Twitter,539,2819.53,397549,38915,2452,9.79,5.23
Email,1522,7664.36,360266,47474,140,13.18,5.04
YouTube,3739,14830.88,206023,18439,3134,8.95,3.97
Google,2401,12021.47,390605,26342,1875,6.74,5.01
Snapchat,2010,10962.42,447126,13044,266,2.92,5.45
LinkedIn,876,4024.51,236914,48866,2469,20.63,4.59
Twitter,2045,6565.48,20457,25482,1178,124.56,3.21
Pinterest,1957,4662.6,21955,22847,1446,104.06,2.38
YouTube,3969,12058.63,56082,25180,1372,44.9,3.04
LinkedIn,2312,10210.15,446728,5356,2530,1.2,4.42
YouTube,896,4781.56,455703,18715,2399,4.11,5.34
Meta,4734,27058.12,116770,3619,4935,3.1,5.72
Pinterest,2066,5409.78,13992,41284,1081,295.05,2.62
Email,3229,11435.38,60639,2280,2944,3.76,3.54
Twitter,725,2823.96,310569,46811,2017,15.07,3.9
Email,1632,5407.11,468639,40649,3192,8.67,3.31
TikTok,2296,9922.98,41364,34846,4317,84.24,4.32
Google,1408,7875.28,451459,8079,1052,1.79,5.59
Meta,3179,8803.32,270324,20265,4730,7.5,2.77
Snapchat,2418,11190.92,45526,39829,2829,87.49,4.63
YouTube,1261,5578.59,156075,29012,3522,18.59,4.42
Google,1501,3022.85,103219,12114,4164,11.74,2.01
Pinterest,1526,5259.7,239621,41162,2307,17.18,3.45
Instagram,3689,15283.43,249196,20905,79,8.39,4.14
Twitter,932,3542.3,258846,47062,329,18.18,3.8
Pinterest,2569,8615.13,74562,7233,961,9.7,3.35
Pinterest,621,3261.38,208432,40289,3628,19.33,5.25
Pinterest,4663,13683.85,243891,27056,249,11.09,2.93
Snapchat,1386,3307.62,111211,32355,3641,29.09,2.39
Email,2598,12194.47,268147,23854,4758,8.9,4.69
Meta,681,1980.67,469390,10740,2437,2.29,2.91
TikTok,1829,4661.3,469591,2198,4496,0.47,2.55
LinkedIn,3577,9847.36,424067,6253,2728,1.47,2.75
Meta,2606,11450.19,115446,13127,2798,11.37,4.39
Email,2934,15601.25,248234,8299,4434,3.34,5.32
Pinterest,3014,12429.0,313563,24963,2156,7.96,4.12
Twitter,2123,10098.14,26885,15803,2436,58.78,4.76
TikTok,708,4086.5,218201,48753,3902,22.34,5.77
Meta,4369,25874.39,235239,30889,4439,13.13,5.92
Email,3808,13773.21,348196,24926,2415,7.16,3.62
Google,4263,12885.54,473060,18964,2279,4.01,3.02
TikTok,2196,12843.44,394843,47579,543,12.05,5.85
Snapchat,3947,18110.54,23218,45909,3528,197.73,4.59
Email,3499,10104.93,250478,29312,2014,11.7,2.89
Pinterest,1906,6546.36,48809,45540,1381,93.3,3.43
TikTok,1927,9266.25,69890,35394,4672,50.64,4.81
Google,2193,11665.67,132782,46483,4461,35.01,5.32
Google,4821,22840.53,60523,43183,2550,71.35,4.74
YouTube,1885,10016.26,414733,7420,1833,1.79,5.31
Meta,3285,8436.54,404485,34095,4616,8.43,2.57
YouTube,2267,9988.03,372913,28172,4820,7.55,4.41
LinkedIn,4649,26672.35,302445,4011,1031,1.33,5.74
Pinterest,1802,9788.55,449816,29504,2913,6.56,5.43
Pinterest,4285,11482.35,333278,9533,307,2.86,2.68
LinkedIn,3533,13629.92,165697,23179,797,13.99,3.86
YouTube,1729,5229.69,11060,44373,4424,401.2,3.02
Pinterest,4767,13226.7,18404,23465,1795,127.5,2.77
Email,3521,7970.9,168397,6634,2582,3.94,2.26
Snapchat,1044,3426.24,158649,43726,4352,27.56,3.28
Pinterest,3319,6979.43,222256,16569,116,7.45,2.1
Pinterest,4312,25509.87,195217,38880,1998,19.92,5.92
TikTok,3955,10910.96,309940,7362,1043,2.38,2.76
Twitter,3292,9536.41,117893,25418,829,21.56,2.9
TikTok,4161,20367.24,85538,18079,67,21.14,4.89
Instagram,4895,12096.68,463419,11126,775,2.4,2.47
Google,1852,7231.2,83477,37868,2628,45.36,3.9
Meta,2022,5092.4,138499,26534,555,19.16,2.52
Email,1905,8229.1,367721,11805,381,3.21,4.32
Snapchat,1132,6077.38,230210,4566,3937,1.98,5.37
TikTok,4876,22007.7,111573,45222,309,40.53,4.51
LinkedIn,557,2349.38,116835,45342,4810,38.81,4.22
TikTok,3937,14034.11,328237,36107,4363,11.0,3.56
Email,525,1449.67,219837,13368,3859,6.08,2.76
Email,2210,7786.04,159374,40862,2998,25.64,3.52
Pinterest,2552,15096.61,471243,21077,2837,4.47,5.92
Email,1445,6888.78,131045,15337,3343,11.7,4.77
TikTok,4694,19291.1,303499,7419,2576,2.44,4.11
Google,4355,9798.93,13872,49664,2207,358.02,2.25
Snapchat,3295,10298.57,379449,28224,4434,7.44,3.13
Snapchat,1337,6570.88,437505,43411,462,9.92,4.91
LinkedIn,4963,13847.21,357155,2111,362,0.59,2.79
Google,4092,23186.57,233981,22382,2652,9.57,5.67
Pinterest,4131,17499.81,316434,37798,1645,11.94,4.24
LinkedIn,1545,9170.08,470466,6324,4162,1.34,5.94
Google,1343,6759.02,45664,17969,262,39.35,5.03
TikTok,1028,2640.1,205813,15404,647,7.48,2.57
Email,4750,21029.82,57972,4071,66,7.02,4.43
TikTok,3305,17682.05,358405,35097,2733,9.79,5.35
Email,1989,10871.54,460338,39430,3360,8.57,5.47
LinkedIn,1947,9160.55,245195,47749,417,19.47,4.7
LinkedIn,2370,7707.14,114289,13201,1574,11.55,3.25
Google,2898,7633.06,41436,1500,4567,3.62,2.63
Meta,1791,10635.97,202756,12876,3214,6.35,5.94
YouTube,581,2462.09,143589,7087,1916,4.94,4.24
Meta,2623,9778.05,147714,14245,4441,9.64,3.73
Instagram,4535,16590.91,412502,19568,2854,4.74,3.66
Meta,4121,21611.76,216007,26567,2611,12.3,5.24
Google,3153,18736.05,70745,35987,1588,50.87,5.94
Instagram,881,3335.84,262506,12613,3912,4.8,3.79
Pinterest,2723,13189.33,241357,16271,617,6.74,4.84
Snapchat,3782,12315.35,337464,23645,1616,7.01,3.26
TikTok,4210,13563.14,393309,4167,2282,1.06,3.22
Instagram,1852,9980.28,211727,37196,497,17.57,5.39
YouTube,1656,4683.52,112505,7512,4013,6.68,2.83
Email,2942,6875.89,300871,47664,4105,15.84,2.34
YouTube,4878,27727.54,174550,47194,3076,27.04,5.68
Google,4827,20633.88,115076,2418,2861,2.1,4.27
TikTok,3122,13344.26,359186,44284,2104,12.33,4.27
Twitter,4395,15281.81,125541,31308,3631,24.94,3.48
Email,3570,15918.6,52514,2547,4648,4.85,4.46
Snapchat,3842,16689.17,272897,20154,2066,7.39,4.34
LinkedIn,1655,5166.98,405156,40127,2878,9.9,3.12
Instagram,3512,13372.58,489402,25043,949,5.12,3.81
Instagram,3532,20862.75,253677,2014,3364,0.79,5.91
Pinterest,3103,13385.04,491702,22109,721,4.5,4.31
Pinterest,4494,20979.1,404392,7439,4776,1.84,4.67
TikTok,2819,8931.33,168961,35899,2631,21.25,3.17
Twitter,2279,7726.46,475272,13496,2224,2.84,3.39
Twitter,2805,7066.1,485895,22576,1690,4.65,2.52
YouTube,3035,17091.69,206268,41870,500,20.3,5.63
TikTok,874,2955.18,453688,42559,4056,9.38,3.38
Pinterest,1969,10397.35,54218,27962,1353,51.57,5.28
YouTube,4658,27154.8,69155,23072,198,33.36,5.83
YouTube,4685,24731.08,232810,26500,4424,11.38,5.28
Meta,3483,11253.19,113023,17698,1742,15.66,3.23
Twitter,568,1201.2,412045,22442,2560,5.45,2.11
Google,1274,5210.3,277235,26073,2969,9.4,4.09
Snapchat,4731,20041.7,490903,18850,2299,3.84,4.24
Google,1023,5164.67,363608,14361,2742,3.95,5.05
Google,1507,5901.93,176144,19396,3291,11.01,3.92
YouTube,1910,10527.61,365056,36462,585,9.99,5.51
Email,2854,6614.05,325955,36200,1690,11.11,2.32
Twitter,1219,4948.3,191953,5846,2637,3.05,4.06
Google,4611,16218.35,127948,34045,2193,26.61,3.52
Email,3570,16907.81,452809,38934,2856,8.6,4.74
TikTok,2939,8678.15,383878,47648,1765,12.41,2.95
LinkedIn,4650,14063.09,404649,42534,387,10.51,3.02
Pinterest,1887,7498.98,158682,41913,4416,26.41,3.97
Email,4198,10668.48,273135,43129,1172,15.79,2.54
Meta,2339,7769.48,351038,35528,3109,10.12,3.32
Pinterest,1005,2730.79,125612,6277,909,5.0,2.72
Pinterest,1044,2274.34,172559,32856,3704,19.04,2.18
Twitter,3765,8185.17,141151,44427,4971,31.47,2.17
LinkedIn,3662,10588.07,462926,18385,3219,3.97,2.89
Twitter,744,3767.34,59052,30210,1206,51.16,5.06
Pinterest,2810,12098.76,145444,42272,2722,29.06,4.31
Google,4931,20331.72,154140,41745,2753,27.08,4.12
YouTube,1409,4767.61,54573,26051,4890,47.74,3.38
Snapchat,3696,8944.79,133123,27366,3821,20.56,2.42
YouTube,4566,11283.66,66159,20594,2084,31.13,2.47
LinkedIn,2154,12374.86,259067,6060,3744,2.34,5.75
TikTok,1291,4189.29,288564,14882,1451,5.16,3.24
TikTok,1912,8970.87,227160,14108,3373,6.21,4.69
Pinterest,3752,21293.33,82917,12423,1338,14.98,5.68
Instagram,1223,3730.02,448608,8504,4764,1.9,3.05
Instagram,1138,3602.1,114591,6184,1489,5.4,3.17
YouTube,3263,11349.16,460251,2986,4017,0.65,3.48
Google,3747,15846.15,138253,28296,2173,20.47,4.23
Meta,3396,10985.54,364525,22920,3622,6.29,3.23
LinkedIn,3790,16897.6,82506,18805,255,22.79,4.46
Meta,4612,17264.42,135337,13318,1883,9.84,3.74
Instagram,2220,6459.26,26751,29455,3149,110.11,2.91
YouTube,3197,12278.39,41725,30417,1803,72.9,3.84
YouTube,775,1565.12,54586,26602,3233,48.73,2.02
Meta,1438,3554.41,478252,4584,1217,0.96,2.47
YouTube,1189,4652.04,452636,13534,1157,2.99,3.91
LinkedIn,4300,21297.47,354361,22376,921,6.31,4.95
YouTube,862,4057.76,65972,18546,2557,28.11,4.71
Snapchat,4503,10410.78,484828,34599,2801,7.14,2.31
Twitter,3534,20866.57,176458,40611,1229,23.01,5.9
TikTok,4523,16607.97,258984,11831,3425,4.57,3.67
Twitter,3483,11797.92,477697,37256,4958,7.8,3.39
Instagram,1464,4956.15,99917,25266,475,25.29,3.39
Google,2555,8989.87,302686,13517,2312,4.47,3.52
Google,1646,3607.51,102396,26149,462,25.54,2.19
Google,3676,21411.04,183585,6417,1915,3.5,5.82
Snapchat,2251,6586.74,280272,43163,1408,15.4,2.93
TikTok,4625,14857.03,48391,34976,3387,72.28,3.21
Twitter,4488,13218.81,482208,9601,2317,1.99,2.95
Snapchat,2386,9725.82,290329,10268,2728,3.54,4.08
TikTok,2423,5770.42,148069,26364,3505,17.81,2.38
TikTok,3339,17709.04,132906,3829,2070,2.88,5.3
LinkedIn,894,3018.8,193560,21480,4601,11.1,3.38
YouTube,2111,7738.51,248223,44339,4143,17.86,3.67
YouTube,3554,13429.0,399258,18695,706,4.68,3.78
Google,1949,11423.27,218684,43370,4867,19.83,5.86
Pinterest,1704,7305.94,144058,17232,4398,11.96,4.29
Instagram,4171,8771.64,53775,47206,475,87.78,2.1
YouTube,554,3235.37,485428,17394,4078,3.58,5.84
Instagram,1980,5959.27,118142,40577,3909,34.35,3.01
Snapchat,1718,3707.9,409432,43872,1866,10.72,2.16
Meta,577,2144.21,301370,31967,4304,10.61,3.72
Twitter,2510,12641.05,485110,31536,2469,6.5,5.04
Email,3711,11085.26,24886,6249,1703,25.11,2.99
YouTube,2878,17186.23,425449,45822,519,10.77,5.97
TikTok,565,3283.71,269668,19907,1677,7.38,5.81
LinkedIn,4770,13642.14,396804,41093,3467,10.36,2.86
LinkedIn,2795,6509.04,482349,43685,3884,9.06,2.33
Instagram,648,3274.73,375192,28468,3113,7.59,5.05
Meta,3829,21215.99,390728,9859,592,2.52,5.54
Pinterest,4585,24723.96,462301,15504,1208,3.35,5.39
Twitter,3845,14796.98,304112,40655,2182,13.37,3.85
Meta,1703,6594.18,364719,22687,3129,6.22,3.87
Snapchat,4800,14693.9,248443,12633,1209,5.08,3.06
LinkedIn,2465,7709.07,199643,25948,1921,13.0,3.13
Pinterest,4346,9366.01,337467,35795,1222,10.61,2.16
LinkedIn,3101,6937.25,228667,9696,4799,4.24,2.24
LinkedIn,4531,16663.38,99740,2107,4457,2.11,3.68
Email,887,4785.32,374555,43525,152,11.62,5.39
Google,2336,11677.31,318259,30153,1431,9.47,5.0
Instagram,4053,17671.57,272918,46595,85,17.07,4.36
Snapchat,3306,19704.8,276565,47102,1213,17.03,5.96
Snapchat,3270,17896.59,470266,33540,4275,7.13,5.47
TikTok,4836,23680.44,50104,24010,1363,47.92,4.9
Twitter,4468,13901.9,31874,2035,4426,6.38,3.11
Instagram,2369,5280.62,241815,18713,531,7.74,2.23
Pinterest,524,1515.42,124308,1029,4471,0.83,2.89
TikTok,3118,9740.24,478711,43638,969,9.12,3.12
Twitter,2671,5920.32,428495,18129,188,4.23,2.22
YouTube,1074,2903.24,118478,21442,74,18.1,2.7
Pinterest,1700,6468.93,51825,41078,1987,79.26,3.81
Twitter,2459,11118.96,392201,2718,2300,0.69,4.52
Snapchat,3808,19454.0,393339,41058,1805,10.44,5.11
Email,4669,10789.79,47066,15976,3454,33.94,2.31
Meta,4021,16979.43,350726,31324,3362,8.93,4.22
YouTube,3099,8299.53,361277,49790,2526,13.78,2.68
Meta,4291,8985.07,395070,11598,3671,2.94,2.09
Pinterest,2124,11553.05,342752,1038,3598,0.3,5.44
Email,3046,11684.99,73489,17496,603,23.81,3.84
Email,4684,11018.17,284192,25417,3045,8.94,2.35
Email,991,2957.05,43041,46286,3528,107.54,2.98
Snapchat,764,3399.67,225670,36107,2659,16.0,4.45
Google,1799,10468.79,370764,13504,1191,3.64,5.82
Google,4430,21080.31,472140,19841,447,4.2,4.76
YouTube,4130,18252.25,232430,29508,247,12.7,4.42
Google,607,3454.03,408266,20654,3922,5.06,5.69
TikTok,841,2769.19,365045,40929,4882,11.21,3.29
YouTube,3057,10382.67,108279,8885,3008,8.21,3.4
Instagram,725,3827.79,188137,2275,2808,1.21,5.28
Meta,2239,8920.07,150454,29653,2349,19.71,3.98
Pinterest,4076,22760.43,417950,32608,449,7.8,5.58
TikTok,2426,13350.49,88163,16402,1402,18.6,5.5
Twitter,1795,4581.54,362101,14189,2640,3.92,2.55
YouTube,4238,16900.44,400581,15951,666,3.98,3.99
Google,4557,26435.07,118881,21190,2976,17.82,5.8
Snapchat,4897,20815.98,107003,16316,2014,15.25,4.25
Email,3168,8114.1,375718,20976,1234,5.58,2.56
Instagram,1985,4879.56,97435,4319,2442,4.43,2.46
LinkedIn,1937,8891.46,176908,42126,611,23.81,4.59
Email,3191,17261.2,277468,34819,254,12.55,5.41
TikTok,3468,12957.88,195349,31391,3911,16.07,3.74
Instagram,3729,10494.58,394210,10710,1648,2.72,2.81
Snapchat,1511,5485.16,219689,44005,1830,20.03,3.63
Snapchat,3608,19350.67,58216,13615,510,23.39,5.36
Twitter,4450,9319.28,232242,16426,4422,7.07,2.09
Snapchat,1799,10593.1,238044,5337,4685,2.24,5.89
LinkedIn,4204,16106.53,102213,16407,3917,16.05,3.83
Instagram,3054,7176.05,453880,6133,863,1.35,2.35
YouTube,3373,10688.24,371283,18999,3171,5.12,3.17
Meta,4393,13100.3,104276,41584,1652,39.88,2.98
Twitter,521,1071.4,475218,10725,1724,2.26,2.06
LinkedIn,3918,15852.15,18629,25092,3820,134.69,4.05
Meta,4365,11049.22,161216,6553,2862,4.06,2.53
Pinterest,2332,11132.15,377002,13895,1214,3.69,4.77
YouTube,600,3587.85,434812,6493,4396,1.49,5.98
YouTube,2571,8467.54,378113,34883,1937,9.23,3.29
Google,1649,6896.24,268904,47573,4761,17.69,4.18
Email,1521,5805.38,119521,40627,1781,33.99,3.82
YouTube,667,3659.5,162240,44793,542,27.61,5.49
Email,3059,7168.71,484216,48989,2764,10.12,2.34
LinkedIn,4780,13150.12,298655,17994,2399,6.03,2.75
Google,2811,16494.05,281971,30570,3569,10.84,5.87
YouTube,3078,9477.41,184220,33591,2312,18.23,3.08
Instagram,2759,12231.92,122308,46162,1630,37.74,4.43
Pinterest,3817,12924.09,138127,44130,3332,31.95,3.39
YouTube,4203,20485.63,166773,32662,4513,19.58,4.87
Snapchat,4960,12477.87,129934,28047,4426,21.59,2.52
Meta,4282,11844.39,49184,42773,3477,86.97,2.77
Twitter,1706,5742.83,421075,14848,2141,3.53,3.37
YouTube,3347,15156.71,33261,43270,3847,130.09,4.53
Meta,1466,6473.92,60397,49820,3402,82.49,4.42
Meta,2106,7163.33,418482,6324,3327,1.51,3.4
YouTube,1626,6698.8,87128,21596,1293,24.79,4.12
Meta,2101,11024.56,431966,43550,3827,10.08,5.25
LinkedIn,780,2784.56,481630,8801,4021,1.83,3.57
Instagram,2593,14427.79,396178,1649,2934,0.42,5.56
LinkedIn,3746,8124.37,214975,7294,2206,3.39,2.17
Email,2294,11220.19,311470,40869,2760,13.12,4.89
TikTok,1210,2682.28,481143,40761,3017,8.47,2.22
Meta,2082,6185.06,386835,18235,91,4.71,2.97
LinkedIn,2154,6761.22,84386,28028,958,33.21,3.14
Meta,2216,5841.18,34194,17146,1272,50.14,2.64
Instagram,3310,9742.12,293142,24913,1645,8.5,2.94
Meta,3812,22099.86,354325,11817,3845,3.34,5.8
LinkedIn,1886,5599.77,187534,20765,2600,11.07,2.97
Twitter,2266,10712.62,324414,18575,637,5.73,4.73
LinkedIn,4755,14149.84,10225,21619,279,211.43,2.98
Twitter,3334,18989.03,342388,35582,893,10.39,5.7
TikTok,2750,10412.51,120347,31003,3162,25.76,3.79
Google,2672,11617.75,120230,44886,4136,37.33,4.35
Instagram,1870,10079.68,399687,14760,3033,3.69,5.39
Snapchat,1967,10396.76,354092,30121,1591,8.51,5.29
Snapchat,2671,6870.07,423056,35041,4066,8.28,2.57
Google,2851,15989.27,409764,17423,969,4.25,5.61
Email,3394,19819.88,442025,38179,701,8.64,5.84
LinkedIn,1068,3991.75,119000,45123,1926,37.92,3.74
Pinterest,523,2960.54,360349,34769,1077,9.65,5.66
Twitter,4348,10714.6,68936,2490,2071,3.61,2.46
YouTube,1880,8591.12,347066,26916,2481,7.76,4.57
Pinterest,1782,6075.44,423684,9290,2417,2.19,3.41
YouTube,1573,6024.55,163604,38486,3243,23.52,3.83
YouTube,3131,8455.77,372020,21163,1950,5.69,2.7
Meta,1898,10194.0,434952,31206,568,7.17,5.37
YouTube,2766,6957.41,37038,41718,3871,112.64,2.52
Email,4695,16236.03,51228,43631,2576,85.17,3.46
Meta,2196,4460.65,486044,12373,4473,2.55,2.03
Meta,574,3152.86,475453,26036,1009,5.48,5.49
Pinterest,4890,16500.08,289041,2487,372,0.86,3.37
YouTube,877,2724.37,38083,49990,1525,131.27,3.11
Meta,3823,21092.18,342659,34433,3293,10.05,5.52
Pinterest,2413,8635.74,203307,38137,707,18.76,3.58
Instagram,2975,7155.54,378524,25265,3177,6.67,2.41
YouTube,3740,12164.97,118500,37113,1550,31.32,3.25
LinkedIn,1721,9661.87,214206,5001,3545,2.33,5.61
Google,3360,16827.97,28360,27201,2044,95.91,5.01
Instagram,3177,15471.65,332868,2188,455,0.66,4.87
Snapchat,3778,11350.93,207122,35933,2404,17.35,3.0
Meta,920,4000.65,211782,13708,1399,6.47,4.35
Google,898,3441.01,196525,1190,4733,0.61,3.83
Google,3606,17083.87,457685,28563,1920,6.24,4.74
Pinterest,1502,5457.86,251116,1216,2277,0.48,3.63
YouTube,3970,11981.22,75320,6518,3673,8.65,3.02
Pinterest,4681,26065.78,36015,22836,4166,63.41,5.57
Email,3252,10873.93,449023,31008,149,6.91,3.34
Snapchat,581,2547.67,363121,19103,914,5.26,4.38
TikTok,3669,20265.26,189926,2844,504,1.5,5.52
Twitter,4797,24459.75,109405,33443,522,30.57,5.1
Snapchat,3445,20650.2,19824,22528,1450,113.64,5.99
Snapchat,973,2931.59,78313,8186,4383,10.45,3.01
TikTok,2780,9142.8,142195,35980,221,25.3,3.29
Instagram,703,2300.02,204394,3919,2198,1.92,3.27
YouTube,2278,12117.77,358169,16786,3037,4.69,5.32
TikTok,1446,8446.25,48144,39331,1095,81.69,5.84
Pinterest,3605,15168.06,44979,36182,1598,80.44,4.21
TikTok,2471,12117.01,19040,33050,2099,173.58,4.9
Email,3048,7807.0,284406,18805,933,6.61,2.56
Snapchat,3165,10492.28,220795,29743,2711,13.47,3.32
Meta,2886,11625.98,454316,14871,1467,3.27,4.03
Instagram,2701,7629.39,482123,17269,810,3.58,2.82
Instagram,4961,10807.53,135642,23002,2449,16.96,2.18
Pinterest,2858,15751.33,167200,20846,298,12.47,5.51
YouTube,4796,14265.36,104230,13808,4025,13.25,2.97
Twitter,1471,7521.52,491753,19375,4593,3.94,5.11
Google,1553,4466.91,176715,31087,4901,17.59,2.88
Twitter,2222,7181.53,420601,12356,3686,2.94,3.23
Meta,1972,10038.95,408123,46773,1160,11.46,5.09
Email,2555,8726.92,307642,47036,58,15.29,3.42
Google,1324,6501.39,406636,16313,4923,4.01,4.91
LinkedIn,4037,17419.47,196806,24599,1151,12.5,4.31
Twitter,4071,23963.39,400671,8609,3777,2.15,5.89
YouTube,1749,4930.04,278239,22251,3047,8.0,2.82
Email,3324,18435.26,126727,49743,765,39.25,5.55
Pinterest,1109,4193.25,484716,32514,4226,6.71,3.78
Instagram,750,3240.16,440625,39434,2712,8.95,4.32
TikTok,849,4929.23,344216,39988,1473,11.62,5.81
Email,1978,9569.69,264040,34912,3726,13.22,4.84
Meta,4564,23084.19,329800,2433,337,0.74,5.06
Google,985,2872.75,421164,41336,4835,9.81,2.92
Instagram,3689,18892.75,471267,44320,2822,9.4,5.12
TikTok,4460,17605.63,353335,35626,3973,10.08,3.95
Instagram,1785,9665.67,377873,7546,3067,2.0,5.41
LinkedIn,3427,14376.15,225916,39020,595,17.27,4.19
Email,3016,9976.34,491084,18380,4342,3.74,3.31
Twitter,1573,7246.3,425474,7259,3058,1.71,4.61
Twitter,3801,21992.79,456493,31884,254,6.98,5.79
Meta,1064,5130.58,202977,21654,1302,10.67,4.82
LinkedIn,1124,3941.38,478061,30341,4495,6.35,3.51
Instagram,4474,19334.61,109531,30600,4259,27.94,4.32
Snapchat,748,3796.79,21624,22333,1789,103.28,5.08
Google,3134,17193.34,442268,22216,4204,5.02,5.49
LinkedIn,2875,11454.44,131208,27406,1038,20.89,3.98
Instagram,868,4558.98,343116,27764,4180,8.09,5.25
Meta,3990,10103.33,211334,15094,3966,7.14,2.53
YouTube,2777,6315.42,260498,12281,1342,4.71,2.27
TikTok,943,2396.65,283938,17524,4411,6.17,2.54
LinkedIn,4896,11796.63,300112,11004,3973,3.67,2.41
LinkedIn,2297,13322.69,424824,23745,423,5.59,5.8
Instagram,1644,7543.39,486404,14957,3220,3.08,4.59
Twitter,3360,10733.98,267722,18229,407,6.81,3.19
Google,1945,8485.73,469440,48704,186,10.37,4.36
YouTube,1107,3154.05,386050,16267,3653,4.21,2.85
Instagram,1164,5626.1,389063,5811,1603,1.49,4.83
TikTok,2896,16576.41,180773,2665,265,1.47,5.72
Pinterest,3509,7849.51,368626,24251,2349,6.58,2.24
Twitter,3361,14136.35,208704,3556,3631,1.7,4.21
TikTok,3804,15539.0,346928,6047,1014,1.74,4.08
